elec_id,codmuni,year,municipio,s_match_muniseat,s_match_presseat,s_match_muniseatpres,s_match_none,coddept,tipo_eleccion,s_nvote,s_mvote,s_nstot,s_votepro_centro,s_votepro_conserv,s_votepro_iz,s_votepro_lib,s_votepro_min,s_votepro_other,s_votepro_tv,s_votepro_urib,s_seatpro_i,s_seatpro_iR,s_seatpro_centro,s_seatpro_conserv,s_seatpro_iz,s_seatpro_lib,s_seatpro_min,s_seatpro_other,s_seatpro_tv,s_seatpro_urib,s_miproR_centro,s_miproR_conserv,s_miproR_iz,s_miproR_lib,s_miproR_min,s_miproR_other,s_miproR_tv,s_miproR_urib
senado02,5042,2002,ANTIOQUIA,1,0,0,0,5,2,8821720,4019,102,0.00124409056979348,-99,-99,0.378701169445136,0.0413038069171436,0.535207763125156,-99,0.0435431699427718,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5044,2002,ANZA,1,0,0,0,5,2,8821720,481,102,-99,-99,-99,0.392931392931393,0.0207900207900208,0.553014553014553,-99,0.0332640332640333,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5045,2002,APARTADO,1,0,0,0,5,2,8821720,12229,102,9.812740207703e-4,-99,-99,0.209011366424074,0.122413934091095,0.579360536429798,-99,0.0882328890342628,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5051,2002,ARBOLETES,0,0,0,1,5,2,8821720,5745,102,6.96257615317668e-4,-99,-99,0.272410791993037,0.350565709312446,0.343777197563098,-99,0.032550043516101,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,1,0,-99,3
senado02,5055,2002,ARGELIA,0,0,0,1,5,2,8821720,0,102,-99,-99,-99,-99,-99,-99,-99,-99,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,0,0,0,-99,0
senado02,5059,2002,ARMENIA,1,0,0,0,5,2,8821720,1271,102,7.86782061369001e-4,-99,-99,0.406766325727773,0.216365066876475,0.32258064516129,-99,0.0535011801730921,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5079,2002,BARBOSA,1,0,0,0,5,2,8821720,8646,102,0.00242886884108258,-99,-99,0.341429562803609,0.0269488780939163,0.477214897062225,-99,0.151977793199167,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5086,2002,BELMIRA,0,0,0,1,5,2,8821720,1303,102,0.00153491941673062,-99,-99,0.188027628549501,0.012279355333845,0.297006907137375,-99,0.501151189562548,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5088,2002,BELLO,1,0,0,0,5,2,8821720,75507,102,0.00267524865244282,-99,-99,0.269100878064285,0.050061583694227,0.456845060722847,-99,0.221317228866198,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5091,2002,BETANIA,1,0,0,0,5,2,8821720,2383,102,0.00167855644146034,-99,-99,0.507343684431389,0.014687368862778,0.455728073856483,-99,0.0205623164078892,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5093,2002,BETULIA,1,0,0,0,5,2,8821720,2060,102,9.70873786407767e-4,-99,-99,0.480097087378641,0.0533980582524272,0.398543689320388,-99,0.0669902912621359,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5101,2002,BOLIVAR,1,0,0,0,5,2,8821720,6774,102,0.0023619722468261,-99,-99,0.289784470032477,0.0155004428697963,0.618246235606732,-99,0.0741068792441689,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5107,2002,BRICENO,0,0,0,1,5,2,8821720,283,102,-99,-99,-99,0.0954063604240283,0.0212014134275618,0.76678445229682,-99,0.11660777385159,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,3,0,-99,1
senado02,5113,2002,BURITICA,1,0,0,0,5,2,8821720,1664,102,-99,-99,-99,0.381610576923077,0.0300480769230769,0.525841346153846,-99,0.0625,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5120,2002,CACERES,1,0,0,0,5,2,8821720,4146,102,7.23589001447178e-4,-99,-99,0.542691751085383,0.012301013024602,0.410998552821997,-99,0.0332850940665702,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5125,2002,CAICEDO,1,0,0,0,5,2,8821720,1245,102,8.03212851405623e-4,-99,-99,0.631325301204819,0.01285140562249,0.224899598393574,-99,0.130120481927711,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5129,2002,CALDAS,1,0,0,0,5,2,8821720,14243,102,0.00112335884294039,-99,-99,0.291792459453767,0.0459875026328723,0.472161763673383,-99,0.188934915397037,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5134,2002,CAMPAMENTO,1,0,0,0,5,2,8821720,745,102,-99,-99,-99,0.111409395973154,0.0120805369127517,0.774496644295302,-99,0.102013422818792,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5138,2002,CANASGORDAS,0,0,0,1,5,2,8821720,3527,102,8.50581230507513e-4,-99,-99,0.0975333144315282,0.05245250921463,0.704281258860221,-99,0.144882336263113,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5142,2002,CARACOLI,0,0,0,1,5,2,8821720,1460,102,0.00205479452054795,-99,-99,0.110958904109589,0.0143835616438356,0.620547945205479,-99,0.252054794520548,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5145,2002,CARAMANTA,0,0,0,1,5,2,8821720,1940,102,0.00103092783505155,-99,-99,0.191752577319588,0.00721649484536083,0.551546391752577,-99,0.248453608247423,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5147,2002,CAREPA,1,0,0,0,5,2,8821720,5682,102,0.00140795494544175,-99,-99,0.343189017951426,0.112284406898979,0.513903555086237,-99,0.0292150651179162,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5148,2002,CARMEN DE VIBORAL,0,0,0,1,5,2,8821720,9358,102,8.54883522120111e-4,-99,-99,0.132186364607822,0.324642017525112,0.386514212438555,-99,0.15580252190639,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,3,1,0,-99,2
senado02,5150,2002,CAROLINA,1,0,0,0,5,2,8821720,1293,102,0.00154679040989946,-99,-99,0.406032482598608,0.0154679040989946,0.548337200309358,-99,0.02861562258314,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5154,2002,CAUCASIA,1,0,0,0,5,2,8821720,16882,102,0.00408719346049046,-99,-99,0.407534652292382,0.022153773249615,0.49295107214785,-99,0.0732733088496624,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5172,2002,CHIGORODO,1,0,0,0,5,2,8821720,6944,102,0.00115207373271889,-99,-99,0.297235023041475,0.243519585253456,0.430299539170507,-99,0.0277937788018433,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5190,2002,CISNEROS,1,0,0,0,5,2,8821720,2972,102,-99,-99,-99,0.376177658142665,0.00942126514131898,0.560565275908479,-99,0.053835800807537,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5197,2002,COCORNA,0,0,0,1,5,2,8821720,1611,102,6.20732464307883e-4,-99,-99,0.0831781502172564,0.0453134698944755,0.693978895096214,-99,0.176908752327747,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5206,2002,CONCEPCION,1,0,0,0,5,2,8821720,1298,102,7.70416024653313e-4,-99,-99,0.310477657935285,0.171802773497689,0.338983050847458,-99,0.177966101694915,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5209,2002,CONCORDIA,1,0,0,0,5,2,8821720,2793,102,0.00107411385606874,-99,-99,0.110275689223058,0.0221983530254207,0.830290010741139,-99,0.0361618331543144,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5212,2002,COPACABANA,1,0,0,0,5,2,8821720,14964,102,0.00213846565089548,-99,-99,0.236968724939856,0.133787757284149,0.410785886126704,-99,0.216319165998396,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5234,2002,DABEIBA,1,0,0,0,5,2,8821720,1269,102,0.00236406619385343,-99,-99,0.509062253743105,0.0441292356185973,0.409771473601261,-99,0.0346729708431836,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5237,2002,DON MATIAS,0,0,0,1,5,2,8821720,3391,102,0.00147449130050133,-99,-99,0.101150103214391,0.0353877912120319,0.629017988793866,-99,0.23296962547921,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5240,2002,EBEJICO,1,0,0,0,5,2,8821720,3306,102,9.07441016333938e-4,-99,-99,0.552026618269812,0.0263157894736842,0.368421052631579,-99,0.0523290986085904,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5250,2002,EL BAGRE,1,0,0,0,5,2,8821720,5427,102,0.00128984706099134,-99,-99,0.284319145015662,0.0797862539156071,0.586143357287636,-99,0.0484613967201032,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5264,2002,ENTRERRIOS,1,0,0,0,5,2,8821720,1783,102,0.00112170499158721,-99,-99,0.399326977005048,0.0493550196298374,0.411665731912507,-99,0.138530566461021,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5266,2002,ENVIGADO,1,0,0,0,5,2,8821720,63452,102,0.00215911239992435,-99,-99,0.418142848137175,0.0315356489945155,0.349366450230095,-99,0.19879594023829,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5282,2002,FREDONIA,1,0,0,0,5,2,8821720,5633,102,0.00230782886561335,-99,-99,0.445055920468667,0.020947985087875,0.366412213740458,-99,0.165276051837387,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5284,2002,FRONTINO,1,0,0,0,5,2,8821720,3980,102,0.00125628140703518,-99,-99,0.401005025125628,0.0238693467336683,0.430150753768844,-99,0.143718592964824,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5306,2002,GIRALDO,1,0,0,0,5,2,8821720,1313,102,-99,-99,-99,0.329017517136329,0.0571210967250571,0.465346534653465,-99,0.148514851485149,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5308,2002,GIRARDOTA,1,0,0,0,5,2,8821720,8647,102,0.00115647045217995,-99,-99,0.236729501561235,0.0486874060367758,0.523418526656644,-99,0.190008095293165,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5310,2002,GOMEZ PLATA,1,0,0,0,5,2,8821720,2010,102,-99,-99,-99,0.291542288557214,0.00945273631840796,0.57910447761194,-99,0.119900497512438,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5313,2002,GRANADA,0,0,0,1,5,2,8821720,1867,102,5.35618639528656e-4,-99,-99,0.0642742367434387,0.0385645420460632,0.461167648634172,-99,0.435457953936797,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5315,2002,GUADALUPE,1,0,0,0,5,2,8821720,1184,102,-99,-99,-99,0.421452702702703,0.0219594594594595,0.472972972972973,-99,0.0836148648648649,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5318,2002,GUARNE,0,0,0,1,5,2,8821720,9327,102,0.004395840034309,-99,-99,0.176905757478289,0.203066366462957,0.430577892141096,-99,0.185054143883349,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,3,1,0,-99,2
senado02,5321,2002,GUATAPE,1,0,0,0,5,2,8821720,2026,102,-99,-99,-99,0.263079960513327,0.0631786771964462,0.576999012833169,-99,0.0967423494570582,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5347,2002,HELICONIA,1,0,0,0,5,2,8821720,1746,102,5.72737686139748e-4,-99,-99,0.31786941580756,0.207331042382589,0.439862542955326,-99,0.0343642611683849,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5353,2002,HISPANIA,1,0,0,0,5,2,8821720,1957,102,0.00766479305058763,-99,-99,0.205416453755749,0.00766479305058763,0.749616760347471,-99,0.0296371997956055,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,1,3,0,-99,2
senado02,5360,2002,ITAGUI,0,0,0,1,5,2,8821720,57633,102,0.00275883608349383,-99,-99,0.229885655787483,0.0452865545781063,0.471413946870716,-99,0.250655006680201,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5361,2002,ITUANGO,0,0,0,1,5,2,8821720,2398,102,8.34028356964137e-4,-99,-99,0.269808173477898,0.0141784820683903,0.320683903252711,-99,0.394495412844037,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5364,2002,JARDIN,0,0,0,1,5,2,8821720,4060,102,0.00197044334975369,-99,-99,0.0761083743842365,0.0502463054187192,0.569950738916256,-99,0.301724137931034,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5368,2002,JERICO,1,0,0,0,5,2,8821720,4357,102,0.00367225154923112,-99,-99,0.328896029378012,0.0149185219187514,0.428505852650907,-99,0.224007344503098,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5376,2002,LA CEJA,0,0,0,1,5,2,8821720,13286,102,0.00270961914797531,-99,-99,0.188920668372723,0.271488785187415,0.380475688694867,-99,0.156405238597019,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,1,0,-99,3
senado02,5380,2002,LA ESTRELLA,1,0,0,0,5,2,8821720,10404,102,0.00615148019992311,-99,-99,0.150230680507497,0.0300845828527489,0.692906574394464,-99,0.120626682045367,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5390,2002,LA PINTADA,1,0,0,0,5,2,8821720,1610,102,-99,-99,-99,0.301242236024845,0.1,0.552173913043478,-99,0.046583850931677,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,0,-99,3
senado02,5400,2002,LA UNION,1,0,0,0,5,2,8821720,4691,102,0.00127904497974845,-99,-99,0.39181411212961,0.276060541462375,0.215092730761032,-99,0.115753570667235,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5411,2002,LIBORINA,0,0,0,1,5,2,8821720,3183,102,-99,-99,-99,0.127238454288407,0.00722588752748979,0.672950047125353,-99,0.19258561105875,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,3,0,-99,1
senado02,5425,2002,MACEO,1,0,0,0,5,2,8821720,1757,102,5.69151963574274e-4,-99,-99,0.430848036425726,0.00910643141718839,0.429709732498577,-99,0.129766647694935,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5440,2002,MARINILLA,0,0,0,1,5,2,8821720,10435,102,8.62482031624341e-4,-99,-99,0.210253953042645,0.174604695735506,0.333493052228079,-99,0.280785816962147,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5467,2002,MONTEBELLO,1,0,0,0,5,2,8821720,1707,102,5.85823081429408e-4,-99,-99,0.410661980082015,0.00761570005858231,0.537199765670767,-99,0.0439367311072056,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5475,2002,MURINDO,0,0,0,1,5,2,8821720,0,102,-99,-99,-99,-99,-99,-99,-99,-99,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,0,0,0,-99,0
senado02,5480,2002,MUTATA,0,0,0,1,5,2,8821720,1357,102,0.00221075902726603,-99,-99,0.236551215917465,0.338246131171702,0.407516580692705,-99,0.0154753131908622,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,1,0,-99,3
senado02,5483,2002,NARINO,0,0,0,1,5,2,8821720,1895,102,0.00105540897097625,-99,-99,0.119261213720317,0.00897097625329815,0.271767810026385,-99,0.598944591029024,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5490,2002,NECOCLI,0,0,0,1,5,2,8821720,5746,102,0.00104420466411417,-99,-99,0.149495301079011,0.503828750435085,0.316742081447964,-99,0.0288896623738253,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,1,0,-99,3
senado02,5495,2002,NECHI,1,0,0,0,5,2,8821720,3443,102,8.71333139703747e-4,-99,-99,0.599477200116178,0.0113273308161487,0.342143479523671,-99,0.0461806564042986,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5501,2002,OLAYA,0,0,0,1,5,2,8821720,747,102,0.00267737617135207,-99,-99,0.139223560910308,0.00669344042838019,0.52610441767068306,-99,0.325301204819277,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5541,2002,PENOL,1,0,0,0,5,2,8821720,3099,102,6.45369474023879e-4,-99,-99,0.445304937076476,0.0738948047757341,0.385930945466279,-99,0.0942239432074863,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5543,2002,PEQUE,1,0,0,0,5,2,8821720,1163,102,-99,-99,-99,0.87274290627687,0.00859845227858985,0.0842648323301806,-99,0.0343938091143594,0.28431372549019607,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,0,-99,2
senado02,5576,2002,PUEBLORRICO,1,0,0,0,5,2,8821720,2560,102,0.001171875,-99,-99,0.4046875,0.01328125,0.39140625,-99,0.189453125,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5579,2002,PUERTO BERRIO,1,0,0,0,5,2,8821720,7421,102,0.00121277455868481,-99,-99,0.101064546557068,0.018865382023986,0.837488209136235,-99,0.0413690877240264,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5585,2002,PUERTO NARE,1,0,0,0,5,2,8821720,3041,102,0.00427490956922065,-99,-99,0.132851035843473,0.0236764222295298,0.78526800394607,-99,0.0539296284117067,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5591,2002,PUERTO TRIUNFO,1,0,0,0,5,2,8821720,3110,102,3.21543408360129e-4,-99,-99,0.0604501607717042,0.0138263665594855,0.881993569131833,-99,0.0434083601286174,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5604,2002,REMEDIOS,1,0,0,0,5,2,8821720,2960,102,0.00202702702702703,-99,-99,0.512837837837838,0.022972972972973,0.375,-99,0.0871621621621622,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5607,2002,RETIRO,1,0,0,0,5,2,8821720,4970,102,0.0028169014084507,-99,-99,0.358752515090543,0.167806841046278,0.358752515090543,-99,0.111871227364185,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,2,0,-99,3
senado02,5615,2002,RIONEGRO,0,0,0,1,5,2,8821720,31260,102,0.00150351887396033,-99,-99,0.0738643634037108,0.59120281509916806,0.243921944977607,-99,0.0895073576455534,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,3,1,0,-99,2
senado02,5628,2002,SABANALARGA,1,0,0,0,5,2,8821720,2099,102,9.52834683182468e-4,-99,-99,0.281086231538828,0.0566936636493568,0.506431634111482,-99,0.154835636017151,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5631,2002,SABANETA,0,0,0,1,5,2,8821720,10848,102,0.00156710914454277,-99,-99,0.178650442477876,0.0274705014749263,0.390855457227139,-99,0.401456489675516,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5642,2002,SALGAR,1,0,0,0,5,2,8821720,2586,102,0.00154679040989946,-99,-99,0.603634957463264,0.0104408352668213,0.275715390564578,-99,0.108662026295437,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5647,2002,SAN ANDRES,0,0,0,1,5,2,8821720,1632,102,0.00306372549019608,-99,-99,0.144607843137255,0.0159313725490196,0.274509803921569,-99,0.561887254901961,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5649,2002,SAN CARLOS,0,0,0,1,5,2,8821720,2095,102,9.54653937947494e-4,-99,-99,0.121718377088305,0.0162291169451074,0.687350835322196,-99,0.173747016706444,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
senado02,5652,2002,SAN FRANCISCO,1,0,0,0,5,2,8821720,806,102,0.00124069478908189,-99,-99,0.492555831265509,0.0223325062034739,0.326302729528536,-99,0.157568238213399,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5656,2002,SAN JERONIMO,1,0,0,0,5,2,8821720,2985,102,3.3500837520938e-4,-99,-99,0.589949748743719,0.0180904522613065,0.331658291457286,-99,0.0599664991624791,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,1,3,0,-99,2
senado02,5658,2002,SAN JOSE DE LA MONTANA,0,0,0,1,5,2,8821720,1061,102,9.42507068803016e-4,-99,-99,0.163996229971725,0.0150801131008483,0.328934967012253,-99,0.491046182846371,0.28431372549019607,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,2,3,0,-99,1
